Modified_csi_1min,Modified_csi_5min,acf1_1min,acf1_5min,acf2_1min,acf2_5min,apn,area_hf,area_lf,area_ratio,area_total,csi_1min,csi_5min,cvi_1min,cvi_5min,cvnni_1min,cvnni_5min,cvsd_1min,cvsd_5min,f_peak,file,group,max_hr_1min,max_hr_5min,max_r_1min,max_r_5min,md_1min,md_5min,mean_hr_1min,mean_hr_5min,mean_nni_1min,mean_nni_5min,mean_r_1min,mean_r_5min,median_nni_1min,median_nni_5min,min_hr_1min,min_hr_5min,min_r_1min,min_r_5min,nni_20_1min,nni_20_5min,nni_50_1min,nni_50_5min,p25_r_1min,p25_r_5min,p75_r_1min,p75_r_5min,peak,pnni_20_1min,pnni_20_5min,pnni_50_1min,pnni_50_5min,range_nni_1min,range_nni_5min,rmssd_1min,rmssd_5min,sdnn_1min,sdnn_5min,sdsd_1min,sdsd_5min,std_1min,std_5min,std_hr_1min,std_hr_5min
1919.8632621616225,1063.289307371134,0.5386570016344421,0.6513762146695548,-0.2747276850392417,0.02841430026287426,0,0.6205291164414082,0.23307678761208198,2.6623376905047147,0.85360590405349,0.9847318683900133,1.0126680801322745,6.586586617349167,6.036901530144805,0.4665741166866412,0.2576298771021371,0.6587065739570733,0.36142706304499506,0.030083565459610027,a06,A,79.05138339920948,79.05138339920948,0.16857938806335637,0.17498682708330993,1.0187641943576122,1.0192892014098531,61.42930998907296,60.8388074777276,1052.7818181818182,1012.5389830508475,0.02755528643682159,0.007862132994729043,969.0,990.0,14.88833746898263,14.88833746898263,-0.051350121521098524,-0.0825568779369319,31.0,152.0,14.0,48.0,-0.051129203810685975,-0.08221831278159097,-0.05068736838986121,-0.08021885389284922,0.2304465130610283,56.36363636363637,51.52542372881356,25.454545454545453,16.271186440677965,3271.0,3271.0,693.4743045788439,365.9589908626338,491.20074688193796,260.8602937645127,693.4743043315849,365.9589358392901,0.06257198810692184,0.0527383503020174,10.852864537136334,7.0338524197166326
1157.1717404721617,1186.8247347114532,0.4892820826703751,0.6988646667531252,-0.4052858866820058,0.14146504666341297,0,1.0383170797349068,0.7432452700938013,1.3970046248714991,1.781562349828708,3.675068050195682,1.0580775186527538,4.4309994826138155,6.07522071718176,0.060302788257367734,0.2755819776024538,0.031637436596897044,0.377951893139943,0.006666666666666667,a06,A,72.28915662650603,81.19079837618403,0.1310894127022646,0.26016603836711183,1.0484733819055538,1.0345197391867527,62.9449662451445,62.58824457941,956.6,990.0232558139535,-3.385080966489262e-05,0.022590756521348787,954.5,969.0,53.144375553587246,14.88833746898263,-0.05377966712214943,-0.09778741571383143,28.0,153.0,6.0,49.0,-0.05342750313675759,-0.0974419644875344,-0.05272317516597358,-0.09537020104032623,0.38689277588652954,46.666666666666664,50.83056478405316,10.0,16.27906976744186,299.0,3291.0,30.26437184859171,374.1811637874538,57.68564724699797,272.8325667096293,30.03378352505136,374.18087692392237,0.03846050161429202,0.08040156204142831,3.74330954299987,8.385553877446323
1519.142779496016,1186.1854384589606,0.715275820744684,0.738594996083984,-0.2742522657724282,0.26337497243509483,0,1.0196162193485288,1.0397103995694643,0.9806732911113937,2.0593266189179933,3.6027990648663946,1.0672443943741035,4.693277063490249,6.06351352957171,0.0778465077976464,0.27269700342744824,0.04133216827982009,0.37228994146137356,0.006666666666666667,a06,A,75.09386733416771,81.19079837618403,0.19663006921167692,0.2547627996849535,0.9976459592814861,1.039922977868911,60.77442865210102,62.73794431505216,993.7118644067797,987.3609271523179,0.019329861727563236,0.01973617152904672,1010.0,969.0,51.76876617773943,14.88833746898263,-0.0609136358085649,-0.10568730602456522,28.0,153.0,7.0,50.0,-0.060845922777496675,-0.10529989282371788,-0.06071049671536033,-0.10457010782783338,0.6288243764032875,47.45762711864407,50.66225165562914,11.864406779661017,16.556291390728475,360.0,3291.0,41.07226600131479,367.58454177078397,77.35699840115612,269.25036613578413,41.02012208869233,367.58451653321595,0.07208904273825816,0.08523261004743157,5.140911116072059,8.46986386874037
842.5789136044651,832.8646397553441,0.4060058787167623,0.7900429500905101,-0.556964842496845,0.3998789861233664,0,0.923565176599507,1.1908349783089727,0.7755610083867387,2.1144001549084797,1.2975942352802663,1.1729737275900582,5.511804450133711,5.633283993460113,0.16314752735049734,0.16869921208193236,0.19761771793136979,0.21853272247404873,0.006666666666666667,a06,A,81.19079837618403,81.19079837618403,0.14453019262099054,0.2617854027057407,1.150155584932874,1.0329003748481238,68.69378941664608,62.4765842820474,888.276923076923,977.7344262295082,0.0011917331275652643,0.01787072849690663,869.0,979.0,32.432432432432435,22.813688212927758,-0.17137350454736677,-0.09866470300377805,28.0,154.0,6.0,43.0,-0.17075589190879303,-0.09827344132742566,-0.16952066663164578,-0.09751263308191771,0.6422061240755426,43.07692307692308,50.49180327868852,9.23076923076923,14.098360655737705,1111.0,1891.0,175.53925842956042,213.6669660205364,144.92018360250793,164.94302733029826,175.53675496530633,213.6669660205364,0.08338265145012845,0.08675547220090335,7.553490181920727,7.264588331402037
2034.6756519807373,972.040208678922,0.9751547420539856,0.8380558383971151,0.9163333884724197,0.5230949712633692,0,1.078723434799472,1.5925824515282523,0.6773422837632815,2.671305886327725,4.416449314203767,1.3715439468041617,4.681770624491143,5.563739276703549,0.08485673251382973,0.15533561048848776,0.03723638340381887,0.18272353398099347,0.0033333333333333335,a06,A,74.16563658838072,81.19079837618403,0.1910280188055451,0.29853146746806036,1.011284478199928,0.9961543100858041,61.427480772335855,61.20705952098635,984.0508474576271,998.1605351170568,0.014057983361933424,0.033176140488894834,999.0,1009.0,51.76876617773943,28.571428571428573,-0.0770488063555822,-0.11138596934024081,30.0,162.0,9.0,51.0,-0.07697311967064846,-0.11113411852420652,-0.07682174630078098,-0.11040173956369603,0.9696023047976059,50.847457627118644,54.180602006688964,15.254237288135593,17.05685618729097,350.0,1361.0,36.64249464478508,182.38742045694818,83.50333954271933,155.04987608792365,36.56176260981877,182.3853175206683,0.07837346385380027,0.09888888357215679,5.436671611394917,7.581035163039965
1117.5025333076658,1054.0618144600953,0.7461118314666508,0.8839694229942429,0.2375458092247343,0.6777356766951117,0,0.8201344848296417,2.042997930087635,0.40143676738549694,2.8631324149172763,3.4867693562143174,1.3759322875994715,4.469227371163497,5.629940975070274,0.05879971359634677,0.16487539586155162,0.03215184270976908,0.19353399936779142,0.0033333333333333335,a06,A,70.6713780918728,81.19079837618403,0.11359479944834483,0.31613695043580303,0.992575059297836,0.9785488271180615,60.073408213153684,60.26331166373607,1002.3965517241379,1015.3822525597269,0.008325386134137469,0.03445001686982241,1019.0,1020.0,54.10279531109107,25.31645569620253,-0.05164440920963764,-0.09378048637249814,32.0,168.0,7.0,59.0,-0.05160607821397867,-0.09353368941899298,-0.051529416222660385,-0.09283653623691446,1.1448533063809228,55.172413793103445,57.33788395904437,12.068965517241379,20.13651877133106,260.0,1631.0,32.228896263849386,196.5109882249608,58.940630151344905,167.41155084157896,32.21170161827791,196.5088127835366,0.05069506827031507,0.10284525252260474,3.7309700724277843,7.744735063240138
725.0795200241155,882.3094479515363,0.6714247088702431,0.9212664627744527,-0.1624581672503464,0.7176954313359123,0,0.5531355196843569,0.6288402288733631,0.879612172197317,1.1819757485577203,2.397347827124648,1.2079338168529512,4.581578128218326,5.645112440194978,0.05378112737465844,0.15739669106083373,0.041079734035154546,0.2003822287319699,0.02,a06,A,61.855670103092784,74.16563658838072,0.06732810277131351,0.26050441515815415,0.9237816103962319,0.9418080818473189,55.86097824260437,57.20768208718382,1077.1666666666667,1065.0071428571428,0.00745455225248981,0.019606501486366,1079.0,1050.0,50.0,25.31645569620253,-0.039013269650668536,-0.06384678008348654,36.0,177.0,14.0,77.0,-0.03896778488790642,-0.06379606599774046,-0.03887681536238252,-0.06346352679645317,0.2966766275716183,66.66666666666667,63.214285714285715,25.925925925925927,27.5,230.0,1561.0,44.24972017820064,213.40850490118171,57.93123770373626,167.6286002418669,44.18168579756277,213.40763504270018,0.036479514913192096,0.06579279710629463,2.9938875075675284,5.969459580534987
225.31975275094334,783.164287430886,0.8188123547114966,0.8692299596594583,0.3802704306256563,0.5768213301701463,0,0.2722072407248217,0.34264606488733207,0.7944268696455865,0.6148533056121537,1.3624689144388245,1.1289105542456732,4.302618724899674,5.629727150625426,0.03358004040787814,0.15047796086950468,0.03941217242941106,0.19919089846373425,0.02,a06,A,58.88125613346418,70.6713780918728,0.014566103508995676,0.17584114335775203,0.9272419783383232,0.9303287153884288,55.62008217882088,55.853437138263935,1079.9245283018868,1088.7372262773722,-0.0005554186981182596,0.008291258643671418,1079.0,1070.0,51.282051282051285,25.31645569620253,-0.029191506846713677,-0.05514362562523645,34.0,186.0,15.0,96.0,-0.028723472656994264,-0.05502892566452977,-0.027787404277555106,-0.054190518678777555,0.17561125919624346,64.15094339622641,67.88321167883211,28.30188679245283,35.03649635036496,151.0,1521.0,42.56217172018436,216.8665462931037,36.2639092978361,163.83095773293948,42.49956491249621,216.86623694143944,0.010912222456164352,0.047016072735361396,1.8248827278248403,5.247052417751386
630.5104904597878,709.8377487779628,0.8649971014506646,0.7414765891684363,0.5471502033447012,0.1849116856364832,0,0.15432816029158025,0.033842231369904566,4.560224135481272,0.18817039166148483,0.9867951423975784,1.0660845711429208,5.616703624669077,5.618943208060895,0.14431812144832323,0.14559084416301457,0.20342815262935768,0.1988370237200749,0.02,a06,A,59.40594059405941,61.855670103092784,0.03219774409413645,0.06954785585841827,0.9157468287054339,0.9215618573091271,54.50028095879312,54.786115348394965,1114.2692307692307,1108.4646840148698,-0.003958889529648402,-0.0013559445077007126,1080.0,1080.0,27.79064381658175,25.31645569620253,-0.03778552694160153,-0.04637676754593478,37.0,195.0,24.0,113.0,-0.03777610861139158,-0.04626416065020433,-0.03775727195097167,-0.045443886302186653,0.07452511099677497,71.15384615384616,72.4907063197026,46.15384615384615,42.00743494423792,1149.0,1400.0,226.67373114712004,220.40381866833,160.80924217228355,161.3823090706141,226.66957559704753,220.4037681322753,0.025188754828276476,0.025408420626353234,4.725311920837872,4.709039738348159
492.82758317186625,710.5244922283575,0.7599330534918604,0.7519022436616586,0.28772489974690674,0.2538153049068498,0,0.09421379000650829,0.02188887595909255,4.30418584227813,0.11610266596560084,1.6237697497536916,1.0883354021508636,4.753816674729393,5.59286983652493,0.0574992739091528,0.14093850027588511,0.05973017777432846,0.1903568149401096,0.02,a06,A,61.28702757916241,61.28702757916241,0.04805775573351134,0.04714350927638278,0.9181081190427756,0.9190223654999041,54.928401661292185,54.581452533489845,1095.867924528302,1112.0449438202247,-0.0017462183802975373,-0.002364836374195156,1090.0,1089.0,48.426150121065376,27.272727272727273,-0.04292302927958325,-0.04383727573671181,39.0,198.0,28.0,122.0,-0.04290084279083339,-0.04372550606697212,-0.0428564698133338,-0.042912484774047854,0.038179305994623616,73.58490566037736,74.15730337078652,52.83018867924528,45.69288389513109,260.0,1221.0,65.45638594925984,211.68533357587108,63.011609960707624,156.7299466214034,65.44621532672241,211.6852828014211,0.02672240177165106,0.019736701528477906,3.119183328354909,4.6208723885352825
